Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1107,114,10357,Pave,NA,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,0,Gd,TA,PConc,Gd,TA,910,GasA,1442,0,0,1442,2,3,1,Gd,6,Typ,1,Attchd,719,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,179900
1108,168,23257,Pave,NA,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Ex,Gd,868,GasA,887,1134,0,2021,2,3,1,Gd,9,Typ,1,BuiltIn,422,TA,Y,0,NA,NA,NA,0,9,2006,New,Partial,274725
1109,NA,8063,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,924,GasA,948,742,0,1690,2,3,1,TA,7,Typ,1,Attchd,463,TA,Y,0,NA,NA,NA,0,11,2007,WD,Abnorml,181000
1110,107,11362,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,MetalSd,42,Gd,TA,PConc,Ex,TA,1836,GasA,1836,0,0,1836,2,3,1,Gd,7,Typ,1,Attchd,862,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,280000
1111,NA,8000,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,773,GasA,773,885,0,1658,2,3,1,TA,8,Typ,1,Attchd,431,TA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,188000
1112,80,10480,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,660,TA,TA,CBlock,TA,TA,803,GasA,1098,866,0,1964,2,4,1,TA,8,Typ,1,Attchd,483,TA,Y,0,NA,NA,NA,0,9,2008,WD,Normal,205000
1113,73,7100,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,816,GasA,816,0,0,816,1,2,1,TA,5,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,129900
1114,66,8923,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1008,GasA,1008,0,0,1008,1,2,1,Gd,6,Typ,0,Attchd,240,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,134500
1115,90,5400,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,833,GasA,833,0,0,833,1,2,1,Gd,4,Typ,0,Detchd,326,TA,Y,0,NA,MnPrv,NA,0,8,2006,WD,Normal,117000
1116,93,12085,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,328,Gd,TA,PConc,Ex,TA,1734,GasA,1734,0,0,1734,2,3,1,Ex,7,Typ,1,Attchd,928,TA,Y,0,NA,NA,NA,0,11,2007,New,Partial,318000
1117,NA,7750,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,408,GasA,779,640,0,1419,2,3,1,Gd,7,Typ,1,BuiltIn,527,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,184100
1118,57,9764,Pave,NA,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,894,GasA,894,0,0,894,1,3,1,Gd,5,Typ,0,Attchd,450,TA,Y,0,NA,NA,NA,0,5,2008,WD,Normal,130000
1119,85,13825,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,533,GasA,1021,580,0,1601,1,3,1,TA,6,Min2,0,BuiltIn,300,TA,Y,0,NA,NA,NA,0,12,2008,WD,Normal,140000
1120,70,7560,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,TA,6,Typ,0,Attchd,286,TA,Y,0,NA,GdWo,NA,0,7,2006,WD,Normal,133700
1121,59,8263,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,0,TA,TA,BrkTil,TA,TA,1012,GasA,1012,0,0,1012,1,2,1,TA,6,Typ,1,Detchd,308,TA,Y,0,NA,MnPrv,NA,0,5,2007,WD,Normal,118400
1122,84,10084,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,196,Gd,TA,PConc,Gd,TA,1552,GasA,1552,0,0,1552,2,3,1,Gd,7,Typ,0,Attchd,782,TA,Y,0,NA,NA,NA,0,7,2006,New,Partial,212900
1123,NA,8926,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,0,TA,TA,CBlock,TA,TA,672,GasA,960,0,0,960,1,3,1,TA,5,Typ,0,Basment,288,TA,Y,0,NA,MnPrv,NA,0,10,2009,COD,Abnorml,112000
1124,50,9405,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,0,TA,Ex,CBlock,TA,TA,698,GasA,698,0,0,698,1,2,1,TA,4,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,118000
1125,NA,9125,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,170,TA,TA,PConc,Gd,TA,384,GasA,812,670,0,1482,2,3,1,Gd,7,Typ,1,Attchd,392,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,163900
1126,60,10434,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1005,GasA,1005,0,0,1005,1,2,1,Fa,5,Typ,1,Detchd,672,Fa,Y,0,NA,NA,NA,0,11,2009,WD,Normal,115000
1127,53,3684,Pave,NA,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,130,Gd,TA,PConc,Gd,TA,1373,GasA,1555,0,0,1555,2,2,1,Gd,7,Typ,1,Attchd,660,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,174000
1128,182,14572,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1530,GasA,1530,0,0,1530,2,3,1,Gd,7,Typ,1,Attchd,630,TA,Y,0,NA,NA,NA,0,11,2007,WD,Family,259000
1129,59,11796,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,847,GasA,847,1112,0,1959,2,4,1,Gd,8,Typ,1,BuiltIn,434,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,215000
1130,60,7200,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,180,TA,TA,CBlock,Gd,TA,936,GasA,936,0,0,936,1,2,1,TA,4,Typ,0,Detchd,672,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,140000
1131,65,7804,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,0,TA,TA,BrkTil,TA,TA,1122,GasA,1328,653,0,1981,2,4,1,Gd,7,Min2,2,Detchd,576,TA,Y,0,NA,MnPrv,NA,0,12,2009,WD,Normal,135000
1132,63,10712,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,974,GasA,974,0,0,974,1,3,1,TA,5,Typ,0,NA,0,NA,Y,0,NA,MnPrv,NA,0,9,2007,Oth,Abnorml,93500
1133,90,9900,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,1008,GasW,1178,1032,0,2210,2,5,1,Fa,8,Typ,0,Detchd,205,TA,N,0,NA,NA,NA,0,5,2007,WD,Normal,117500
1134,80,9828,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1128,GasA,1142,878,0,2020,2,3,1,Gd,8,Typ,1,Attchd,466,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,239500
1135,57,8773,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,916,GasA,916,684,0,1600,2,3,1,TA,7,Typ,1,Attchd,460,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,169000
1136,60,6180,Pave,NA,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,960,GasA,986,0,0,986,1,2,1,TA,5,Typ,1,Detchd,180,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,102000
1137,80,9600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,1032,GasA,1032,220,0,1252,1,3,1,TA,6,Typ,0,Attchd,288,TA,Y,0,NA,NA,NA,0,4,2008,WD,Abnorml,119000
1138,54,6342,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,TA,TA,780,GasA,780,240,0,1020,1,2,1,TA,6,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,5,2010,WD,Normal,94000
1139,NA,9819,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,0,TA,TA,PConc,TA,TA,1567,GasA,1567,0,0,1567,2,2,1,Gd,5,Typ,2,Attchd,714,TA,Y,0,NA,NA,NA,0,5,2009,WD,Normal,196000
1140,98,8731,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,0,TA,Fa,BrkTil,TA,TA,915,GasA,1167,0,0,1167,1,3,1,TA,6,Maj1,1,Detchd,495,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,144000
1141,60,7350,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,952,GasA,952,0,0,952,1,2,1,TA,4,Typ,0,Detchd,840,TA,Y,0,NA,NA,NA,0,6,2008,COD,Abnorml,139000
1142,NA,10304,Pave,NA,AllPub,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,44,TA,Gd,CBlock,TA,TA,780,GasA,1088,780,0,1868,2,4,1,Gd,9,Typ,1,Attchd,484,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,197500
1143,77,9965,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,340,Gd,TA,PConc,Ex,TA,1466,GasA,1466,1362,0,2828,3,4,1,Gd,11,Typ,1,BuiltIn,1052,TA,Y,0,NA,NA,NA,0,4,2007,New,Partial,424870
1144,NA,9000,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1006,GasA,1006,0,0,1006,1,3,1,TA,5,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,80000
1145,60,12180,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,0,TA,Fa,BrkTil,Gd,TA,672,Grav,672,252,0,924,1,2,1,Fa,5,Typ,0,Detchd,280,TA,Y,0,NA,MnPrv,NA,0,7,2010,WD,Normal,80000
1146,52,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,1042,GasA,1042,534,0,1576,1,3,1,TA,8,Typ,1,Detchd,225,TA,Y,0,NA,NA,NA,0,8,2006,WD,Family,149000
1147,NA,11200,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,85,Gd,TA,CBlock,Gd,TA,1298,GasA,1298,0,0,1298,2,3,1,Gd,5,Typ,1,Attchd,403,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,180000
1148,75,12000,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,704,GasA,860,704,0,1564,1,3,1,Fa,7,Typ,1,Attchd,234,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,174500
1149,NA,5700,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,TA,TA,572,GasA,572,539,0,1111,1,2,1,TA,5,Typ,1,Detchd,288,TA,Y,0,NA,NA,NA,0,8,2008,WD,Normal,116900
1150,50,9000,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,0,TA,Gd,PConc,TA,TA,650,GasA,832,650,0,1482,1,3,1,TA,7,Typ,0,Detchd,324,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,143000
1151,57,8280,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,932,GasA,932,0,0,932,1,2,1,Gd,4,Typ,1,Attchd,306,TA,Y,0,NA,GdPrv,NA,0,11,2007,WD,Normal,124000
1152,134,17755,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,132,TA,TA,CBlock,TA,TA,1466,GasA,1466,0,0,1466,1,3,1,Fa,6,Typ,2,Attchd,528,TA,Y,0,NA,NA,NA,0,11,2006,WD,Normal,149900
1153,90,14115,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,Gable,CompShg,Stone,0,TA,TA,PConc,TA,TA,1073,GasA,1811,0,0,1811,1,2,1,Ex,6,Typ,1,Attchd,470,TA,Y,0,NA,NA,NA,0,7,2006,WD,Abnorml,230000
1154,NA,5890,Pave,NA,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,Gable,CompShg,Wd Sdng,0,Gd,Gd,BrkTil,TA,TA,816,GasA,816,0,0,816,1,2,1,TA,5,Typ,0,Detchd,432,TA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,120500
1155,NA,13700,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,VinylSd,288,TA,TA,CBlock,TA,TA,864,GasA,902,918,0,1820,1,4,1,Gd,8,Typ,2,Attchd,492,TA,Y,0,NA,GdPrv,NA,0,5,2008,WD,Normal,201800
1156,90,10768,Pave,NA,AllPub,Corner,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,Gable,CompShg,Plywood,0,Gd,Gd,CBlock,Gd,TA,1437,GasA,1437,0,0,1437,2,3,1,Gd,6,Typ,1,Attchd,528,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,218000
1157,85,9350,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,Gable,CompShg,BrkFace,0,TA,Gd,PConc,TA,TA,1219,GasA,1265,0,0,1265,2,3,1,Gd,6,Typ,1,Attchd,502,TA,Y,0,NA,MnPrv,NA,0,10,2008,WD,Normal,179900
1158,34,5001,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,166,Gd,TA,PConc,Gd,TA,1314,GasA,1314,0,0,1314,2,2,1,Gd,6,Typ,1,Attchd,626,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,230000
1159,92,11932,Pave,NA,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,186,Gd,TA,PConc,Gd,TA,1580,GasA,1580,0,0,1580,2,3,1,Gd,7,Typ,0,Attchd,830,TA,Y,0,NA,NA,NA,0,6,2008,ConLD,Partial,235128
1160,76,9120,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,Hip,CompShg,HdBoard,270,Gd,TA,CBlock,TA,TA,901,GasA,943,933,0,1876,2,4,1,Gd,8,Typ,1,Attchd,540,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,185000
1161,24,2280,Pave,NA,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,855,GasA,855,601,0,1456,2,3,1,TA,7,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,7,2010,WD,Normal,146000
1162,NA,14778,Pave,NA,AllPub,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,Hip,CompShg,HdBoard,72,Gd,TA,CBlock,TA,TA,1296,GasA,1640,0,0,1640,1,3,1,Gd,7,Typ,1,Detchd,924,TA,Y,0,NA,NA,NA,0,11,2008,WD,Normal,224000
1163,109,8724,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,VinylSd,0,TA,TA,CBlock,Gd,TA,894,GasA,894,0,0,894,1,3,1,TA,5,Typ,1,Attchd,450,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,129000
1164,60,12900,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,1198,GasA,1258,0,0,1258,0,0,2,TA,6,Typ,0,CarPort,400,TA,Y,0,NA,NA,NA,0,1,2008,WD,Alloca,108959
1165,NA,16157,Pave,NA,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,Gable,CompShg,Plywood,0,TA,TA,PConc,Gd,TA,1360,GasA,1432,0,0,1432,1,2,1,Gd,5,Typ,1,Attchd,588,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,194000
1166,79,9541,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,268,Gd,TA,PConc,Gd,TA,1502,GasA,1502,0,0,1502,2,3,1,Gd,7,Typ,0,Attchd,644,TA,Y,0,NA,NA,NA,0,9,2009,New,Partial,233170
1167,64,10475,Pave,NA,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,72,Gd,TA,PConc,Gd,TA,1694,GasA,1694,0,0,1694,2,3,1,Gd,7,Typ,0,Attchd,776,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,245350
1168,58,10852,Pave,NA,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,959,GasA,959,712,0,1671,2,3,1,TA,7,Typ,1,Attchd,472,TA,Y,0,NA,NA,NA,0,2,2006,WD,Normal,173000
1169,120,13728,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,Hip,CompShg,Stucco,0,TA,TA,CBlock,TA,TA,1127,GasA,1236,872,0,2108,2,4,1,Gd,7,Typ,2,Basment,540,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,235000
1170,118,35760,Pave,NA,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,Hip,CompShg,HdBoard,1378,Gd,Gd,PConc,Ex,TA,1930,GasA,1831,1796,0,3627,3,4,1,Gd,10,Typ,1,Attchd,807,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,625000
1171,76,9880,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1096,GasA,1118,0,0,1118,1,3,1,TA,6,Typ,1,Attchd,358,TA,Y,576,Gd,GdPrv,NA,0,7,2008,WD,Normal,171000
1172,76,9120,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1261,GasA,1261,0,0,1261,1,3,1,TA,6,Typ,1,Attchd,433,TA,Y,0,NA,NA,Shed,1400,11,2008,WD,Normal,163000
1173,35,4017,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,625,GasA,625,625,0,1250,2,2,1,Gd,5,Typ,0,Detchd,625,TA,Y,0,NA,NA,NA,0,3,2008,WD,Normal,171900
1174,138,18030,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1598,GasA,1636,971,479,3086,3,3,1,Ex,12,Maj1,1,NA,0,NA,Y,0,NA,MnPrv,NA,0,3,2007,WD,Normal,200500
1175,80,16560,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,952,GasA,1170,1175,0,2345,2,4,1,TA,9,Typ,1,Detchd,360,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,239000
1176,85,10678,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,Hip,CompShg,HdBoard,337,Gd,TA,PConc,Gd,TA,1683,GasA,2129,743,0,2872,2,4,1,Gd,9,Typ,1,Attchd,541,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,285000
1177,37,6951,Pave,NA,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,876,GasA,923,0,0,923,1,3,1,TA,5,Typ,0,Attchd,264,TA,Y,0,NA,MnPrv,NA,0,10,2008,WD,Normal,119500
1178,NA,3950,Pave,Grvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,818,GasA,818,406,0,1224,1,3,1,TA,5,Typ,0,Detchd,210,TA,N,0,NA,NA,NA,0,12,2009,WD,Normal,115000
1179,54,7681,Pave,NA,AllPub,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,731,GasA,820,523,0,1343,1,3,1,TA,7,Typ,1,Detchd,186,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,154900
1180,77,8335,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,0,TA,TA,Slab,NA,NA,0,GasA,1124,0,0,1124,1,3,1,TA,5,Min2,1,NA,0,NA,N,0,NA,NA,NA,0,4,2006,WD,Normal,93000
1181,NA,11170,Pave,NA,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,MetalSd,0,TA,TA,Wood,Gd,TA,1216,GasA,1298,1216,0,2514,2,4,1,TA,8,Typ,0,Attchd,693,TA,Y,0,NA,GdPrv,NA,0,4,2006,WD,Normal,250000
1182,64,5587,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,186,Ex,TA,PConc,Ex,TA,1600,GasA,1652,0,0,1652,2,2,1,Gd,5,Typ,1,Attchd,482,TA,Y,0,NA,NA,NA,0,11,2008,New,Partial,392500
1183,160,15623,Pave,NA,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,Hip,CompShg,Wd Sdng,0,Gd,TA,PConc,Ex,TA,2396,GasA,2411,2065,0,4476,3,4,1,Ex,10,Typ,2,Attchd,813,TA,Y,555,Ex,MnPrv,NA,0,7,2007,WD,Abnorml,745000
1184,60,10800,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,0,TA,TA,BrkTil,TA,TA,1120,GasA,1130,0,0,1130,1,2,1,TA,5,Typ,1,Detchd,720,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,120000
1185,50,35133,Grvl,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,5,4,1963,Hip,CompShg,MetalSd,226,TA,TA,CBlock,TA,TA,1572,GasA,1572,0,0,1572,1,3,1,TA,5,Typ,2,2Types,995,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,186700
1186,60,9738,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,0,TA,Gd,BrkTil,TA,TA,784,GasA,949,272,0,1221,1,4,1,TA,7,Typ,0,Attchd,392,TA,Y,0,NA,NA,NA,0,3,2006,WD,Normal,104900
1187,107,10615,Pave,NA,AllPub,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Fa,TA,978,GasA,1014,685,0,1699,2,3,2,TA,7,Typ,0,CarPort,420,Fa,Y,0,NA,NA,NA,0,8,2009,WD,Abnorml,95000
1188,89,12461,Pave,NA,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,Gable,CompShg,ImStucc,0,Gd,TA,PConc,Gd,TA,1624,GasA,1624,0,0,1624,2,2,1,Gd,5,Typ,1,Attchd,757,TA,Y,0,NA,GdPrv,NA,0,7,2006,WD,Normal,262000
